source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[Label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	Material Type	comment[data file]	factor value[organism part]
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1729	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_A01_P010748_S00_N01_R1.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_A01_P010748_S00_N01_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1734	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_B01_P010748_S00_N02_R1.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_B01_P010748_S00_N02_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1739	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_C01_P010748_S00_N03_R1.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_C01_P010748_S00_N03_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1744	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_D01_P010748_S00_N04_R1.raw	4	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_D01_P010748_S00_N04_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1749	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_E01_P010748_S00_N05_R1.raw	5	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_E01_P010748_S00_N05_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1753	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_F01_P010748_S00_N06_R1.raw	6	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_F01_P010748_S00_N06_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1757	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_G01_P010748_S00_N07_R1.raw	7	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_G01_P010748_S00_N07_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1761	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_H01_P010748_S00_N08_R1.raw	8	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_H01_P010748_S00_N08_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1730	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_A02_P010748_S00_N09_R1.raw	9	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_A02_P010748_S00_N09_R1.raw	liver
PXD010154-V290	homo sapiens	liver	not available	not available	not available	normal	V290	not available	not available	not available	run 1735	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01093_B02_P010748_S00_N10_R1.raw	10	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01093_B02_P010748_S00_N10_R1.raw	liver
